category_id,category_level1,category_level2,category_level3
1000005968,6,46,798
1000005970,6,46,799
1000005972,6,46,800
1000007369,6,46,801
1000005976,6,46,802
1000017210,6,46,803
1000005978,6,46,804
1000005980,6,46,805
1000005986,6,46,806
1000005988,6,46,807
1000005990,6,46,808
1000005992,6,46,809
1000022229,6,46,810
1000005994,6,46,811
1000005996,6,46,812
1000015966,6,46,813
1000005998,6,46,814
1000006000,6,46,815
1000006002,6,46,816
1000006004,6,46,817
1000006006,6,46,818
1000009661,6,46,819
1000006008,6,46,820
1000006010,6,46,821
1000006012,6,46,822
1000006014,6,46,823
1000006016,6,46,824
1000006018,6,46,825
1000006024,6,46,826
1000006020,6,46,827
1000006026,6,46,828
1000006028,6,46,829
1000006030,6,46,830
1000006032,6,46,831
1000006034,6,46,832
1000006036,6,46,833
1000006038,6,46,834
1000006040,6,46,835
1000006042,6,46,836
1000015910,6,46,837
1000017201,6,46,838
1000006044,6,46,839
1000006046,6,46,840
1000017199,6,46,841
1000009671,6,46,842
1000006050,6,46,843
1000006052,6,46,844
1000006054,6,46,845
1000006056,6,46,846
1000006058,6,46,847
1000006060,6,46,848
1000013133,6,47,849
1000013135,6,47,850
1000013131,6,47,851
1000013137,6,47,852
1000015409,6,47,853
1000013129,6,47,854
1000005324,6,48,855
1000005326,6,48,856
1000005332,6,48,857
1000010186,6,48,858
1000005328,6,48,859
1000005330,6,48,860
1000012875,6,48,861
1000008070,6,48,862
1000005334,6,48,863
1000005336,6,48,864
1000005340,6,48,865
1000005342,6,48,866
1000005344,6,48,867
1000005346,6,48,868
1000005348,6,48,869
1000012877,6,48,870
1000005354,6,48,871
1000005352,6,48,872
1000005322,6,48,873
1000005362,6,48,874
1000005364,6,48,875
1000005366,6,48,876
1000005370,6,48,877
1000013922,6,48,878
1000005374,6,48,879
1000012871,6,48,880
1000005376,6,48,881
1000022604,6,49,882
1000005387,6,49,883
1000013196,6,49,884
1000022205,6,49,885
1000005393,6,49,886
1000005399,6,49,887
1000005401,6,49,888
1000022207,6,49,889
1000005403,6,49,890
1000015631,6,49,891
1000012931,6,49,892
1000005407,6,49,893
1000009979,7,50,894
1000012863,7,50,895
1000009983,7,50,896
1000009985,7,50,897
1000009987,7,50,898
1000009989,7,50,899
1000009991,7,50,900
1000013924,7,50,901
1000009993,7,50,902
1000009995,7,50,903
1000012459,7,50,904
1000009997,7,50,905
1000009999,7,50,906
1000010001,7,50,907
1000010003,7,50,908
1000010005,7,50,909
1000010007,7,50,910
1000010009,7,50,911
1000010011,7,50,912
1000010013,7,50,913
1000010015,7,50,914
1000010017,7,50,915
1000010020,7,51,916
1000010022,7,51,917
1000010024,7,51,918
1000010026,7,51,919
1000010029,7,52,920
1000010031,7,52,921
1000010033,7,52,922
1000010035,7,52,923
1000010037,7,52,924
1000010039,7,52,925
1000016773,7,52,926
1000010042,7,52,927
1000010045,7,53,928
1000010047,7,53,929
1000010049,7,53,930
1000010051,7,53,931
1000010053,7,53,932
1000010055,7,53,933
1000010057,7,53,934
1000010059,7,53,935
1000010061,7,53,936
1000010063,7,53,937
1000010065,7,53,938
1000010067,7,53,939
1000010072,7,54,940
1000010076,7,54,941
1000010078,7,54,942
1000010080,7,54,943
1000010082,7,54,944
1000010084,7,54,945
1000010086,7,54,946
1000010088,7,54,947
1000010090,7,54,948
1000010092,7,54,949
1000010094,7,54,950
1000017392,8,55,951
1000017394,8,55,952
1000017396,8,55,953
1000017402,8,55,954
1000017404,8,55,955
1000017406,8,55,956
1000017422,8,55,957
1000017410,8,55,958
1000017424,8,55,959
1000017414,8,55,960
1000017416,8,55,961
1000017418,8,55,962
1000017420,8,55,963
1000022457,8,56,964
1000017430,8,57,965
1000017432,8,57,966
1000017452,8,58,967
1000022447,8,58,968
1000017444,8,58,969
1000017442,8,58,970
1000017448,8,58,971
1000017438,8,58,972
1000017454,8,58,973
1000017456,8,59,974
1000017458,8,59,975
1000017468,8,59,976
1000017460,8,59,977
1000017462,8,59,978
1000017464,8,59,979
1000017476,8,60,980
1000022465,8,60,981
1000017480,8,60,982
1000017482,8,60,983
1000022467,8,60,984
1000017486,8,60,985
1000017472,8,60,986
1000017488,8,60,987
1000017474,8,60,988
1000017495,8,61,989
1000017509,8,61,990
1000017515,8,61,991
1000017511,8,61,992
1000017665,8,61,993
1000017501,8,61,994
1000017667,8,61,995
1000022469,8,61,996
1000017513,8,61,997
1000017503,8,61,998
1000017493,8,61,999
1000017491,8,61,1000
1000017517,8,62,1001
1000022454,8,63,1002
1000022452,8,63,1003
1000017589,8,64,1004
1000017581,8,64,1005
1000017591,8,64,1006
1000017583,8,64,1007
1000017595,8,65,1008
1000017597,8,65,1009
1000017599,8,65,1010
1000017605,8,65,1011
1000017609,8,65,1012
1000022433,8,65,1013
1000017611,8,65,1014
1000017612,8,65,1015
1000017545,8,66,1016
1000017549,8,66,1017
1000017551,8,66,1018
1000017553,8,66,1019
1000017555,8,66,1020
1000017557,8,66,1021
1000017559,8,66,1022
1000017563,8,66,1023
1000017565,8,66,1024
1000017567,8,66,1025
1000017571,8,66,1026
1000017573,8,66,1027
1000017577,8,66,1028
1000017669,8,66,1029
1000017569,8,66,1030
1000017617,8,67,1031
1000017643,8,67,1032
1000017619,8,67,1033
1000017629,8,67,1034
1000017631,8,67,1035
1000017627,8,67,1036
1000017637,8,67,1037
1000017633,8,67,1038
1000015852,9,68,1039
1000010098,9,68,1040
1000010100,9,68,1041
1000010102,9,68,1042
1000010104,9,68,1043
1000010106,9,68,1044
1000010108,9,68,1045
1000010110,9,68,1046
1000010112,9,68,1047
1000010114,9,68,1048
1000010116,9,68,1049
1000010118,9,68,1050
1000015641,9,68,1051
1000010120,9,68,1052
1000015850,9,68,1053
1000013934,9,68,1054
1000010122,9,68,1055
1000010124,9,68,1056
1000015512,9,68,1057
1000010126,9,68,1058
1000010128,9,68,1059
1000015936,9,68,1060
1000010132,9,68,1061
1000015658,9,68,1062
1000010134,9,68,1063
1000010136,9,68,1064
1000010139,9,69,1065
1000010141,9,69,1066
1000010143,9,69,1067
1000010145,9,69,1068
1000010443,9,69,1069
1000021528,9,69,1070
1000010149,9,69,1071
1000010151,9,69,1072
1000010153,9,69,1073
1000012595,9,69,1074
1000010155,9,69,1075
1000012803,9,69,1076
1000010162,9,70,1077
1000010164,9,70,1078
1000010166,9,70,1079
1000010168,9,70,1080
1000010170,9,70,1081
1000010172,9,70,1082
1000010174,9,70,1083
1000010176,9,70,1084
1000010178,9,70,1085
1000010180,9,70,1086
1000010182,9,70,1087
1000021436,9,70,1088
1000017844,10,71,1089
1000018093,10,71,1090
1000017749,10,71,1091
1000018097,10,71,1092
1000017751,10,71,1093
1000017767,10,71,1094
1000018091,10,71,1095
1000018087,10,71,1096
1000017753,10,71,1097
1000018113,10,71,1098
1000018083,10,71,1099
1000017755,10,71,1100
1000017757,10,71,1101
1000017880,10,71,1102
1000017771,10,71,1103
1000017773,10,71,1104
1000017759,10,71,1105
1000018089,10,71,1106
1000017761,10,71,1107
1000018085,10,71,1108
1000018107,10,71,1109
1000017763,10,71,1110
1000018101,10,71,1111
1000018103,10,71,1112
1000017765,10,71,1113
1000017876,10,71,1114
1000018099,10,71,1115
1000018199,10,71,1116
1000018109,10,71,1117
1000018105,10,71,1118
1000018080,10,71,1119
1000017769,10,71,1120
1000017848,10,71,1121
1000017775,10,71,1122
1000018095,10,71,1123
1000017777,10,71,1124
1000015870,10,72,1125
1000017931,10,73,1126
1000017927,10,73,1127
1000017935,10,73,1128
1000007609,10,73,1129
1000008558,10,73,1130
1000006129,10,73,1131
1000017911,10,73,1132
1000017905,10,73,1133
1000015872,10,73,1134
1000015844,10,73,1135
1000002981,10,73,1136
1000017929,10,73,1137
1000015846,10,73,1138
1000015836,10,73,1139
1000002964,10,73,1140
1000002979,10,73,1141
1000002977,10,73,1142
1000002975,10,73,1143
1000022203,10,73,1144
1000022197,10,73,1145
1000015838,10,73,1146
1000017919,10,73,1147
1000017913,10,73,1148
1000006131,10,73,1149
1000002973,10,73,1150
1000007811,10,73,1151
1000009934,10,73,1152
1000002971,10,73,1153
1000002968,10,73,1154
1000015840,10,73,1155
1000009932,10,73,1156
1000017915,10,73,1157
1000017907,10,73,1158
1000012791,10,73,1159
1000017921,10,73,1160
1000017923,10,73,1161
1000017917,10,73,1162
1000017933,10,73,1163
1000017925,10,73,1164
1000015842,10,73,1165
1000012591,10,73,1166
1000002962,10,73,1167
1000017909,10,73,1168
1000002688,10,74,1169
1000002792,10,74,1170
1000002794,10,74,1171
1000002796,10,74,1172
1000003534,10,74,1173
1000002800,10,74,1174
1000002802,10,74,1175
1000002804,10,74,1176
1000009944,10,74,1177
1000006137,10,74,1178
1000015708,10,74,1179
1000002808,10,74,1180
1000002810,10,74,1181
1000002814,10,74,1182
1000002822,10,74,1183
1000015704,10,74,1184
1000002818,10,74,1185
1000002824,10,74,1186
1000006064,10,75,1187
1000007414,10,75,1188
1000016945,10,75,1189
1000002826,10,75,1190
1000002832,10,75,1191
1000016951,10,75,1192
1000003191,10,75,1193
1000002995,10,75,1194
1000002997,10,75,1195
1000002999,10,75,1196
1000016947,10,75,1197
1000003001,10,75,1198
1000017834,10,75,1199
1000003003,10,75,1200
1000003005,10,75,1201
1000003007,10,75,1202
1000003009,10,75,1203
1000003011,10,75,1204
1000003013,10,75,1205
1000015894,10,75,1206
1000012927,10,75,1207
1000003015,10,75,1208
1000007700,10,75,1209
1000017783,10,75,1210
1000010218,10,75,1211
1000003019,10,75,1212
1000003021,10,75,1213
1000003023,10,75,1214
1000003025,10,75,1215
1000009659,10,75,1216
1000003027,10,75,1217
1000015902,10,75,1218
1000003313,10,75,1219
1000003029,10,75,1220
1000003031,10,75,1221
1000009930,10,75,1222
1000003033,10,75,1223
1000003035,10,75,1224
1000013140,10,75,1225
1000003037,10,75,1226
1000015890,10,75,1227
1000015892,10,75,1228
1000003039,10,75,1229
1000013142,10,75,1230
1000015900,10,75,1231
1000017785,10,75,1232
1000006141,10,75,1233
1000016949,10,75,1234
1000021448,10,75,1235
1000007594,10,76,1236
1000007586,10,76,1237
1000007592,10,76,1238
1000007590,10,76,1239
1000007566,10,76,1240
1000007570,10,76,1241
1000007574,10,76,1242
1000007576,10,76,1243
1000007578,10,76,1244
1000007580,10,76,1245
